prolificid,timestart,duration,flag,badsig,recaptcha,age,shouldconcern,progressivity,progressivity_timing,viewchange,viewchange_oth,viewbetter,viewbetter_oth,viewworse,viewworse_oth,proposal,proposal_group,taxdemotivates,gapmotivates,fundedu,protecttrade,cuttaxes,univhealth,wealthtax,zerosumrich,zerosumceo,zerosumwomen,zerosumdei,moveup20,moveup50,moveupnow,workhaspaid,workwillpay,eduwillpay,compmoth,compfath,compfam,compper,nohh,hhin10,pinc,pinc10est,pinc10cert,pinc10high,pinc10low,hhinc,hhinc10exp,hhinc10cert,hhinc10high,hhinc10low,hhincneed,child30s,hhincneed30s,child40s,hhincneed40s,stranger100,friend100,oneyr1100,oneyr1500,oneyr2000,fiveyr1100,fiveyr1500,fiveyr2000,currentdesires,ranksalary,rankflex,rankgrowth,rankmeaning,rankenviron,satisfiedbasics,startbiz,stableincome,worriedjob,similarjob,safetynet,riskai,riskclimate,riskhealth,riskhome,gender,marital,marital_oth,children,childrenplan,race,race_oth,usborn,usbornparents,state,zip,density,homestate,hometown,homedensity,student,edu,eduplan,edumoth,edufath,employment,ideolecon,ideolsocial,vote2024,vote2020,surveybias,feedback
672c1bfa1ae605ad8e6fd726,8/2/25 11:40,788,,,1,43,The government should not concern itself with this.,Much less progressive (everyone should be taxed at about the same rate),late,No change,,,,,,Support slightly,middle,Disagree somewhat,Agree somewhat,Agree strongly,Agree strongly,Agree somewhat,Indifferent,Indifferent,Disagree somewhat,Agree strongly,Disagree somewhat,Agree somewhat,Unlikely (20-40%),Even chance (40-60%),Much harder now,It has not paid off much,It will pay off a lot,It will pay off somewhat,Average,Above average,Above average,Below average,"No, someone else also earns income","Yes, more than one person",102000,204000,Not very certain,250000,80000,123000,250000,Not very certain,300000,100000,180000,,,,,$0-$10,$0-$10,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,3,5,2,4,Agree strongly,Probably not,Somewhat stable,Somewhat worried,Even chance (40-60%),Less than 1 month,The risk is high,No risk,The risk is low,The risk is high,Female,Married,,3,3,White or European American,,Yes,Yes,California,92010,Suburban,California,"Carlsbad, CA",Suburban,4-year college,2-year college degree,"Master's degree (e.g., MA, MS, MBA)",4-year college degree,4-year college degree,Full-time employee,Moderate,Moderate,Donald Trump,Donald Trump,Left-wing biased,
6752f0bf89185ea06e300a69,8/2/25 11:40,2465,,,1,44,The government should concern itself with this.,Somewhat more progressive,late,I now support redistribution slightly more than in the past,,Other:,The cost of living -especially for those of us in severe poverty- are unbearable. There either needs to be redistubution or a Minimum Guaranteed Income ,,,Support slightly,middle,Disagree somewhat,Neutral,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Neutral,Unsure,Disagree somewhat,Disagree somewhat,Unsure,Even chance (40-60%),Unsure,It has not paid off much,It will pay off a lot,Unsure,Far below average,Below average,Below average,Far below average,Yes,"No, just myself",9000,500000,Not very certain,500000,20000,,,,,,30000,,,,,$0-$10,$0-$10,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Indifferent,3,2,5,1,4,Disagree somewhat,Probably,Very unstable,Not very worried,Likely (60-90%),Less than 1 month,The risk is low,The risk is substantial,The risk is substantial,The risk is substantial,Female,Single,,0,0,White or European American,,Yes,Yes,North Carolina,28150,Urban,New Jersey,Cedarville,Rural,Not a student,High school degree / GED,Some college,Eighth grade or less,High school degree / GED,Self-employed or small business owner,Liberal,Liberal,Kamala Harris,Other,Unbiased,
641a43f78351cc4fefe31190,8/2/25 11:40,1680,,,1,50,The government should not concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,No change,,,,,,Support moderately,poor,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Indifferent,Agree somewhat,Agree somewhat,Disagree strongly,Agree strongly,Even chance (40-60%),Even chance (40-60%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Average,Average,Average,Below average,"No, someone else also earns income","Yes, more than one person",20000,15000,Not very certain,20000,10000,49000,54000,Somewhat certain,56000,35000,65000,,,,,$0-$10,$0-$10,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,2,4,5,3,Disagree somewhat,Maybe,Somewhat unstable,Somewhat worried,Unlikely (10-40%),1–3 months,The risk is high,No risk,The risk is low,The risk is substantial,Female,Married,,2,2,White or European American,,Yes,Yes,Arizona,85711,Suburban,Oregon,hermiston,Suburban,Not a student,2-year college degree,2-year college degree,"Master's degree (e.g., MA, MS, MBA)",4-year college degree,Part-time employee,Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,
66682265ff91ba159fc170e6,8/2/25 11:41,1428,,,.89999998,33,The government should concern itself with this.,Somewhat more progressive,late,No change,,,,,,Indifferent,poor,Disagree somewhat,Neutral,Agree strongly,Agree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Unlikely (20-40%),Even chance (40-60%),Much easier now,It has paid off a lot,It will pay off a lot,It will pay off a lot,Far below average,Average,Average,Above average,"No, someone else also earns income","Yes, more than one person",40000,75000,Somewhat certain,60000,40000,40000,80000,Somewhat certain,100000,45000,35000,,,Will have children,76000,$11-$20,$21-$30,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,2,1,4,5,3,Agree strongly,Definitely not,Very stable,Not worried at all,Likely (60-90%),1–3 months,The risk is low,The risk is substantial,The risk is substantial,The risk is substantial,Female,Single,,1,3,White or European American,,Yes,Yes,Ohio,44667,Rural,Ohio,orrville ohio,Rural,"Master's program (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",Eighth grade or less,High school degree / GED,Full-time employee,Conservative,Conservative,I did not vote,I did not vote,Unbiased,
606479c20b621e3a22d6c0d5,8/2/25 11:41,825,,,1,60,The government should not concern itself with this.,Somewhat less progressive,late,I now support redistribution much less than in the past,,,,I think the policy is less fair now,,Reject strongly,poor,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Agree somewhat,Disagree strongly,Disagree strongly,Disagree somewhat,Agree somewhat,Agree strongly,Agree strongly,Likely (60-80%),Almost guaranteed (80-100%),Much easier now,It has paid off a lot,It will pay off a lot,It will pay off somewhat,Below average,Far below average,Below average,Above average,"No, someone else also earns income","No, just myself",161500,25000,Somewhat certain,35000,5000,175000,,,,,85000,,,,,$11-$20,$91-$100,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,2,3,4,5,Neutral,Maybe,Somewhat stable,Not very worried,Likely (60-90%),3–6 months,The risk is low,No risk,The risk is low,I have already owned or currently own a home,Male,Married,,3,3,White or European American,,Yes,Yes,Kentucky,40065,Rural,Kentucky,Vanceburg,Rural,Not a student,4-year college degree,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",2-year college degree,Full-time employee,Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,Easy to understand and I felt like you looked at both sides of most of the issues.
66106cb0a3498a31bbf902c1,8/2/25 11:41,652,,,1,56,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,I now support redistribution slightly more than in the past,,I think the policy is more fair now,,,,Support moderately,both,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree somewhat,Agree somewhat,Agree strongly,Neutral,Disagree somewhat,Unlikely (20-40%),Unlikely (20-40%),Much harder now,It has paid off somewhat,It will not pay off much,It will pay off somewhat,Below average,Above average,Average,Average,"No, someone else also earns income","Yes, more than one person",30000,50000,Somewhat certain,30000,15000,63000,80000,Somewhat certain,75000,60000,60000,,,,,$0-$10,$71-$80,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Disagree somewhat,2,1,5,3,4,Agree somewhat,Probably not,Somewhat stable,Somewhat worried,Even chance (40-60%),3–6 months,The risk is low,The risk is low,The risk is low,I have already owned or currently own a home,Male,Married,,2,2,White or European American,,Yes,Yes,Ohio,43607,Urban,Ohio,Toledo,Urban,Not a student,4-year college degree,4-year college degree,High school degree / GED,"Master's degree (e.g., MA, MS, MBA)",Unemployed and looking for work,Liberal,Liberal,Kamala Harris,Joe Biden,Left-wing biased,I thought it was a perfectly timed survey with interesting questions.  Thank You!
5acbd1ecf69e940001d9cd4d,8/2/25 11:41,658,,,1,42,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,No change,,,,,,Support moderately,both,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Unsure,Disagree somewhat,Almost no chance (0-20%),Even chance (40-60%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Above average,Above average,Above average,Below average,Yes,"No, just myself",31500,35000,Not very certain,40000,31500,,,,,,35000,,,,,$0-$10,$0-$10,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,2,1,3,4,5,Agree somewhat,Probably not,Very stable,Not worried at all,Unlikely (10-40%),Less than 1 month,The risk is low,The risk is low,I already live without health insurance,The risk is high,Male,Other,long term relationship (15+ years)but separate homes,0,0,White or European American,,Yes,Yes,North Carolina,27403,Urban,North Carolina,Eden,Rural,Not a student,4-year college degree,4-year college degree,"Master's degree (e.g., MA, MS, MBA)","Professional doctorate (e.g., JD, MD)",Full-time employee,Moderate,Moderate,Kamala Harris,Other,Unbiased,I think most people will complete this survey in about 8-10 minutes instead of the estimated 15.
6722ceb13a02b06603b7b285,8/2/25 11:41,1183,,,.89999998,44,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,I now support redistribution much more than in the past,,Other:,"The difference has gotten bigger, especially since huge tax cuts have made the gap larger.",,,Reject slightly,poor,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree somewhat,Agree strongly,Neutral,Agree strongly,Disagree strongly,Disagree strongly,Almost no chance (0-20%),Unlikely (20-40%),Much harder now,It has paid off somewhat,It will pay off a lot,It will pay off somewhat,Below average,Far below average,Far below average,Above average,Yes,"No, just myself",94000,150000,Not very certain,140000,120000,,,,,,85000,,,,,$91-$100,$91-$100,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Disagree somewhat,1,2,3,4,5,Disagree strongly,Definitely / I have already started a business,Very stable,Not worried at all,Almost certain (90-100%),3–6 months,The risk is low,The risk is low,No risk,The risk is low,Female,Other,Divorced,1,1,Black or African American,,Yes,Yes,California,92127,Suburban,Georgia,Calhoun,Rural,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",2-year college degree,2-year college degree,Full-time employee,Moderate,Moderate,Kamala Harris,Joe Biden,Unbiased,Excellent questions!
67291fecd7b792dbe483dc89,8/2/25 11:41,567,,,1,41,The government should concern itself with this.,Somewhat more progressive,late,I now support redistribution slightly more than in the past,,I think the policy is more fair now,,,,Support strongly,poor,Disagree strongly,Disagree somewhat,Agree strongly,Indifferent,Indifferent,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Disagree strongly,Neutral,Even chance (40-60%),Likely (60-80%),Much harder now,It has paid off somewhat,It will pay off a lot,It will pay off somewhat,Below average,Below average,Below average,Far above average,"No, someone else also earns income","No, just myself",400000,3000000,Very certain,1500000,400000,500000,,,,,250000,,,,,$91-$100,$91-$100,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree strongly,3,1,4,5,2,Neutral,Probably,Very stable,Not worried at all,Even chance (40-60%),More than 6 months,No risk,The risk is low,The risk is low,I have already owned or currently own a home,Male,Married,,3,3,Asian or Asian American,,No,No,Virginia,20105,Suburban,Maryland,Columbia,Suburban,Not a student,4-year college degree,4-year college degree,High school degree / GED,High school degree / GED,Full-time employee,Conservative,Liberal,I did not vote,I did not vote,Unbiased,
66f6e3a582de0614bd19b481,8/2/25 11:41,597,,,1,30,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,No change,,,,,,Indifferent,poor,Agree somewhat,Neutral,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Neutral,Neutral,Agree somewhat,Even chance (40-60%),Likely (60-80%),Much harder now,It has paid off somewhat,It will pay off a lot,It will pay off somewhat,Below average,Below average,Average,Below average,"No, someone else also earns income","Yes, more than one person",1000,20000,Not very certain,18000,200000,13000,30000,Somewhat certain,15000,25000,20000,,,Will have children,30000,$51-$60,$81-$90,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,5,2,3,4,Disagree somewhat,Definitely / I have already started a business,Somewhat stable,Somewhat worried,Unlikely (10-40%),Less than 1 month,The risk is substantial,The risk is substantial,The risk is low,No risk,Female,Cohabitating,,3,3,White or European American,,Yes,Yes,Pennsylvania,19601,Urban,Pennsylvania,Hanover ,Urban,Not a student,High school degree / GED,High school degree / GED,High school degree / GED,Eighth grade or less,"Not in the labor force (for example: retired, or full-time parent)",Liberal,Liberal,I did not vote,I did not vote,Unbiased,Thank you 
5c3b70640eaa0100018ea877,8/2/25 11:41,597,,,.80000001,60,The government should concern itself with this.,Somewhat more progressive,late,No change,,,,,,Support moderately,both,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly,Disagree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree strongly,Agree strongly,Almost no chance (0-20%),Unlikely (20-40%),Somewhat harder now,It has paid off somewhat,It will not pay off much,It will pay off somewhat,Far below average,Above average,Average,Below average,Yes,"No, just myself",26000,23000,Somewhat certain,26000,20000,,,,,,18000,,,,,$0-$10,$0-$10,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Agree somewhat,1,3,4,2,5,Agree strongly,Probably not,Somewhat stable,Not very worried,Unlikely (10-40%),1–3 months,The risk is low,The risk is low,I already live without health insurance,I have already owned or currently own a home,Male,Single,,0,0,White or European American,,Yes,Yes,West Virginia,25311,Suburban,West Virginia,Charleston,Suburban,Not a student,4-year college degree,4-year college degree,Some high school,High school degree / GED,Part-time employee,Moderate,Conservative,Kamala Harris,Joe Biden,Unbiased,no problems nor suggestions
566a17d07da0350012b3e876,8/2/25 11:41,799,,,.69999999,55,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,Support strongly,both,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree somewhat,Almost no chance (0-20%),Almost no chance (0-20%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Below average,Unsure / Not applicable,Below average,Below average,"No, someone else also earns income","Yes, more than one person",26000,26000,Not very certain,45000,10000,32000,35000,Not very certain,50000,12000,25000,,,,,$0-$10,$41-$50,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Agree somewhat,2,1,5,4,3,Agree somewhat,Probably not,Somewhat stable,Somewhat worried,Even chance (40-60%),3–6 months,The risk is low,The risk is low,The risk is substantial,I have already owned or currently own a home,Male,Cohabitating,,0,0,White or European American,,Yes,Yes,California,92252,Rural,California,Escondido,Suburban,Not a student,High school degree / GED,High school degree / GED,Some high school,,Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,Thank You.
66e828519d5acd4d33f1d17d,8/2/25 11:41,767,,,1,40,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,Support slightly,middle,Disagree strongly,Disagree somewhat,Agree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Agree strongly,Agree somewhat,Unlikely (20-40%),Unlikely (20-40%),Somewhat harder now,It has paid off somewhat,It will not pay off much,It will not pay off much,Far below average,Below average,Average,Average,"No, someone else also earns income","Yes, more than one person",36000,56000,Somewhat certain,56000,30000,30000,56000,Somewhat certain,60000,50000,60000,,,,,$41-$50,$41-$50,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,100 in 5 years","$1,000 today","$1,000 today",Disagree somewhat,2,4,1,5,3,Disagree somewhat,Probably,Somewhat stable,Very worried,Unlikely (10-40%),3–6 months,The risk is high,The risk is low,The risk is substantial,I have already owned or currently own a home,Female,Married,,5 or more,5 or more,Middle Eastern or North African,,Yes,No,California,95695,Rural,California,San Francisco ,Rural,4-year college,2-year college degree,4-year college degree,Eighth grade or less,Some high school,"Not in the labor force (for example: retired, or full-time parent)",Moderate,Moderate,Other,Joe Biden,Left-wing biased,
662e66138060bf4a9db8c159,8/2/25 11:41,1464,,,1,51,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,I now support redistribution much more than in the past,,Other:,I was not politically or economically aware of such problems before 2015,,,Support moderately,middle,Disagree strongly,Disagree somewhat,Agree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Almost no chance (0-20%),Unlikely (20-40%),Much harder now,It has not paid off much,It will not pay off much,It will pay off somewhat,Above average,Below average,Above average,Far below average,Yes,"No, just myself",5000,15000,Not very certain,30000,5000,,,,,,10000,,,,,$0-$10,$0-$10,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Agree somewhat,5,2,3,1,4,Agree strongly,Probably not,Somewhat unstable,Not worried at all,Almost no chance (0-10%),More than 6 months,No risk,The risk is low,The risk is substantial,I have already owned or currently own a home,Male,Other,Divorced,0,0,White or European American,,Yes,Yes,North Carolina,28401,Urban,North Carolina,Raleigh,Urban,Not a student,4-year college degree,4-year college degree,High school degree / GED,4-year college degree,"Not in the labor force (for example: retired, or full-time parent)",Moderate,Moderate,Kamala Harris,Joe Biden,Unbiased,I have been out of the labor force for 15 years. The questions on jobs should have an option that reflects unemployment or non-participating or both. 
583ec287ad2f4300014b355a,8/2/25 11:41,1478,,,1,69,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,I now support redistribution much more than in the past,,I think the policy is more fair now,,,,Support slightly,middle,Disagree strongly,Disagree strongly,Agree somewhat,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Almost no chance (0-20%),Almost no chance (0-20%),Much harder now,It has not paid off much,It will not pay off much,It will pay off somewhat,Average,Far below average,Below average,Average,Yes,"No, just myself",125000,75000,Somewhat certain,125000,60000,,,,,,90000,,,,,$0-$10,$0-$10,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Agree somewhat,2,1,5,3,4,Disagree somewhat,Definitely not,Somewhat stable,Not worried at all,Almost no chance (0-10%),Less than 1 month,The risk is low,The risk is low,No risk,I have already owned or currently own a home,Male,Married,,0,0,White or European American,,Yes,Yes,New York,10706,Suburban,New York,Williston Park,Suburban,Not a student,4-year college degree,4-year college degree,High school degree / GED,Eighth grade or less,Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,
5dab6fb28a6fc50012dc42a8,8/2/25 11:41,992,,,1,47,The government should concern itself with this.,Somewhat more progressive,late,I now support redistribution much more than in the past,,Other:,bribery extortion ,,,Support strongly,poor,Disagree strongly,Agree somewhat,Agree strongly,Agree somewhat,Disagree strongly,Disagree strongly,Agree somewhat,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Unlikely (20-40%),Unlikely (20-40%),Much easier now,It has not paid off much,It will pay off a lot,It will pay off a lot,Average,Average,Average,Average,Yes,"No, just myself",50000,1300000,Not very certain,720000,750000,,,,,,100000,,,,,$91-$100,$91-$100,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree strongly,2,5,4,3,1,Agree somewhat,Definitely / I have already started a business,Somewhat stable,Not worried at all,Even chance (40-60%),More than 6 months,No risk,The risk is high,The risk is high,The risk is high,Male,Single,,1,0,Black or African American,,Yes,Yes,North Carolina,28054,Suburban,North Carolina,new jersey,Urban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",2-year college degree,Some college,Full-time employee,Conservative,Conservative,Kamala Harris,Donald Trump,Unbiased,
67463480327b48a3f1380669,8/2/25 11:41,974,,,1,37,The government should not concern itself with this.,Somewhat less progressive,late,No change,,,,,,Indifferent,both,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Neutral,Neutral,Neutral,Disagree strongly,Unlikely (20-40%),Unlikely (20-40%),Much harder now,It has not paid off much,It will not pay off much,It will not pay off much,Above average,Above average,Average,Average,"No, someone else also earns income","Yes, more than one person",9000,30000,Somewhat certain,50000,7000,49000,49000,Somewhat certain,60000,40000,60000,,,Will have children,60000,$0-$10,$0-$10,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Indifferent,2,3,4,5,1,Neutral,Probably,Neutral,Not worried at all,Unlikely (10-40%),Less than 1 month,The risk is substantial,No risk,The risk is low,The risk is low,Female,Married,,4,4,Hispanic or Latino,,Yes,No,Massachusetts,02210,Suburban,Massachusetts,Cambridge,Suburban,Not a student,Some college,Some college,Some college,Some high school,"Not in the labor force (for example: retired, or full-time parent)",Moderate,Conservative,I did not vote,I did not vote,Unbiased,
57d5593f8dcd2c00014bc55b,8/2/25 11:41,1267,,,1,44,The government should not concern itself with this.,Somewhat more progressive,late,I now support redistribution much less than in the past,,,,Taxes affect me more now,,Support moderately,middle,Disagree strongly,Agree strongly,Agree somewhat,Disagree strongly,Indifferent,Agree strongly,Disagree strongly,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,Even chance (40-60%),Likely (60-80%),Somewhat harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Average,Average,Average,Average,Yes,"No, just myself",119000,135000,Somewhat certain,13000,125000,,,,,,105000,,,,,$0-$10,$51-$60,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Disagree somewhat,1,3,4,2,5,Disagree strongly,Definitely not,Somewhat stable,Not very worried,Unlikely (10-40%),3–6 months,The risk is low,The risk is low,The risk is low,I have already owned or currently own a home,Male,Single,,0,0,White or European American,,Yes,Yes,Ohio,45244,Suburban,Ohio,Cincinnati,Suburban,Not a student,4-year college degree,4-year college degree,4-year college degree,4-year college degree,Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,
673d23b251f56d0010aa50ee,8/2/25 11:41,616,,,1,60,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,No change,,,,,,Support moderately,poor,Disagree strongly,Disagree strongly,Agree strongly,Indifferent,Disagree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Disagree somewhat,Neutral,Almost no chance (0-20%),Almost no chance (0-20%),Somewhat harder now,It has paid off a lot,It will pay off somewhat,It will pay off somewhat,Above average,Above average,Above average,Above average,"No, someone else also earns income","Yes, more than one person",100000,125000,Somewhat certain,145000,85000,145000,165000,Somewhat certain,180000,110000,100000,,,,,$21-$30,$21-$30,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Disagree somewhat,3,1,4,5,2,Disagree somewhat,Probably,Very stable,Not worried at all,Likely (60-90%),3–6 months,The risk is low,The risk is substantial,No risk,I have already owned or currently own a home,Male,Cohabitating,,0,0,White or European American,,Yes,Yes,Utah,84102,Urban,Massachusetts,Boston ,Urban,Not a student,4-year college degree,4-year college degree,4-year college degree,4-year college degree,Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,
6629515d8dd4df4d04ab8885,8/2/25 11:41,1167,,,1,55,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),late,I now support redistribution slightly more than in the past,,"I think the policy is better for the economy now,I think the policy is more fair now",,,,Support moderately,both,Disagree somewhat,Disagree strongly,Agree strongly,Disagree strongly,Disagree somewhat,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Disagree strongly,Disagree somewhat,Unlikely (20-40%),Even chance (40-60%),Much harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Below average,Average,Average,Average,"No, someone else also earns income","Yes, more than one person",40000,55000,Somewhat certain,50000,30000,80000,85000,Somewhat certain,90000,50000,40000,,,,,$21-$30,$61-$70,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,5,2,4,3,Agree somewhat,Probably not,Somewhat stable,Not very worried,Almost certain (90-100%),More than 6 months,The risk is substantial,The risk is low,The risk is substantial,I have already owned or currently own a home,Female,Cohabitating,,0,0,White or European American,,Yes,Yes,Montana,59401,Suburban,Montana,Valier,Rural,Not a student,4-year college degree,4-year college degree,High school degree / GED,4-year college degree,Full-time employee,Liberal,Liberal,Kamala Harris,Joe Biden,Unbiased,
5ed0091bd374190b9b04045d,8/2/25 11:41,1662,,,.89999998,33,The government should concern itself with this.,Somewhat more progressive,late,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,Support strongly,poor,Disagree strongly,Disagree somewhat,Agree somewhat,Agree strongly,Disagree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree somewhat,Almost no chance (0-20%),Almost no chance (0-20%),Somewhat harder now,It has not paid off much,It will not pay off much,Unsure,Below average,Average,Average,Below average,"No, someone else also earns income","Yes, more than one person",36000,40000,Not very certain,45000,35000,54000,60000,Not very certain,65000,50000,70000,,,Will have children,85000,$0-$10,$11-$20,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Agree somewhat,1,2,3,5,4,Disagree somewhat,Probably not,Somewhat stable,Not very worried,Likely (60-90%),1–3 months,The risk is low,The risk is low,The risk is low,The risk is low,Male,Married,,2,2,White or European American,,Yes,Yes,Florida,32210,Urban,Florida,Tallahassee,Urban,Not a student,High school degree / GED,High school degree / GED,High school degree / GED,4-year college degree,Full-time employee,Liberal,Moderate,Kamala Harris,Joe Biden,Unbiased,I have no feedback.
