timestart,timeend,responsetype,ipaddress,progress,duration,finished,timerecorded,responseid,lastname,firstname,email,externaldata,latitude,longitude,distribution,language,recaptcha,optin,signature_id,signature_file,signature_size,signature_path,prolificid_resp,age,shouldconcern,progressivity_early,viewchange,viewchange_oth,viewbetter,viewbetter_oth,viewworse,viewworse_oth,poorbenefit,bothbenefit,middlebenefit,taxdemotivates,gapmotivates,fundedu,protecttrade,cuttaxes,univhealth,wealthtax,zerosumrich,zerosumceo,zerosumwomen,zerosumdei,moveup20,moveup50,moveupnow,workhaspaid,workwillpay,eduwillpay,compmoth,compfath,compfam,compper,nohh,hhin10,pinc,pinc10est,pinc10cert,pinc10high,pinc10low,hhinc,hhinc10exp,hhinc10cert,hhinc10high,hhinc10low,hhincneed,child30s,hhincneed30s,child40s,hhincneed40s,stranger100,friend100,oneyr1100,oneyr1500,oneyr2000,fiveyr1100,fiveyr1500,fiveyr2000,currentdesires,ranksalary,rankflex,rankgrowth,rankmeaning,rankenviron,satisfiedbasics,startbiz,stableincome,worriedjob,similarjob,safetynet,riskai,riskclimate,riskhealth,riskhome,progressivity_late,gender,marital,marital_oth,children,childrenplan,race,race_oth,usborn,usbornparents,state,zip,density,homestate,hometown,homedensity,student,edu,eduplan,edumoth,edufath,employment,ideolecon,ideolsocial,vote2024,vote2020,surveybias,feedback,prolificid,progressivity_timing
8/4/25 11:17,8/4/25 11:25,IP Address,76.14.136.159,100,499,TRUE,8/4/25 11:25,R_5iVTgmlzqwZm6vL,,,,,39.1007,-120.9533,anonymous,EN,0.800000012,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_0TivqD6JfRsogQp,signature.png,9707,image/png,63c1f16254a3e934011c0e00,22,The government should concern itself with this.,,I now support redistribution much more than in the past,,Other:,I think the gap has gotten worse,,,,,Support strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree somewhat,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Disagree strongly,Unlikely (20-40%),Unlikely (20-40%),Somewhat harder now,It has not paid off much,It will pay off somewhat,It will not pay off much,Below average,Below average,Below average,Below average,"No, someone else also earns income","No, just myself",300,60000,Not very certain,60000,40000,150000,,,,,90000,Will have children,120000,Will have children,120000,$0-$10,$0-$10,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Indifferent,2,1,5,4,3,Agree somewhat,Probably not,Very unstable,Very worried,Unlikely (10-40%),1–3 months,The risk is low,The risk is low,The risk is substantial,The risk is substantial,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),Female,Single,,0,2,Black or African American,,Yes,Yes,California,95701,Rural,California,Colfax,Suburban,4-year college,Some college,4-year college degree,2-year college degree,2-year college degree,Student,Liberal,Liberal,Kamala Harris,Joe Biden,Right-wing biased,,63c1f16254a3e934011c0e00,late
8/4/25 11:01,8/4/25 11:26,IP Address,37.218.215.174,100,1487,TRUE,8/4/25 11:26,R_7D0zOikdyqJaLn8,,,,,40.6601,-74.2098,anonymous,EN,0.8999999761581421,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_9SnQ3danmqWkQ8h,signature.png,11512,image/png,680d155019b77b986ff85126,65,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),I now support redistribution much more than in the past,,"Taxes affect me less now,I think the policy is better for the economy now,I think the policy is more fair now",,,,Support strongly,,,Disagree somewhat,Disagree somewhat,Agree strongly,Agree somewhat,Indifferent,Disagree strongly,Agree strongly,Agree somewhat,Agree strongly,Disagree strongly,Disagree somewhat,Unlikely (20-40%),Even chance (40-60%),Much harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Below average,Below average,Average,Above average,Yes,"Yes, more than one person",150000,200000,Somewhat certain,300000,250000,,500000,Somewhat certain,600000,450000,500000,,,,,$41-$50,$61-$70,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Disagree somewhat,5,4,3,1,2,Agree strongly,Maybe,Very stable,Not worried at all,Likely (60-90%),3–6 months,The risk is low,No risk,No risk,No risk,,Female,Other,Widowed,2,2,White or European American,,Yes,Yes,North Carolina,27030,Urban,North Carolina,Mount Airy,Urban,Not a student,High school degree / GED,High school degree / GED,Some college,2-year college degree,Full-time employee,Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,,680d155019b77b986ff85126,early
8/4/25 11:08,8/4/25 11:26,IP Address,68.1.68.6,100,1059,TRUE,8/4/25 11:26,R_33cHKFZ2prb218t,,,,,30.4198,-86.628,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_30iy0ShoJa0b2vX,signature.png,7685,image/png,67ad9a5f2971684fea887fd6,20,The government should not concern itself with this.,,No change,,,,,,,,Support slightly,Disagree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree strongly,Disagree somewhat,Neutral,Disagree somewhat,Agree somewhat,Likely (60-80%),Likely (60-80%),Much harder now,It has paid off somewhat,It will pay off a lot,It will pay off somewhat,Below average,Average,Above average,Average,"No, someone else also earns income","Yes, more than one person",3000,200000,Very certain,200000,50000,68000,300000,Somewhat certain,300000,140000,50000,Will not have children,70000,Will not have children,70000,$41-$50,$11-$20,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Disagree strongly,3,1,4,5,2,Agree somewhat,Probably,Very stable,Not worried at all,Likely (60-90%),3–6 months,The risk is low,The risk is low,The risk is low,No risk,Somewhat less progressive,Female,Married,,0,0,White or European American,,Yes,Yes,Florida,32548,Suburban,Georgia,Gibson,Rural,Not a student,High school degree / GED,High school degree / GED,"Master's degree (e.g., MA, MS, MBA)",4-year college degree,Self-employed or small business owner,Conservative,Conservative,I did not vote,I did not vote,Unbiased,,67ad9a5f2971684fea887fd6,late
8/4/25 11:13,8/4/25 11:27,IP Address,75.57.35.186,100,830,TRUE,8/4/25 11:27,R_3R7orDLUzyMd6ka,,,,,34.0014,-84.0144,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_31XdpOA1cgQp56m,signature.png,7393,image/png,5ddb5ed4a64380abb2907440,30,The government should not concern itself with this.,,No change,,,,,,,Support slightly,,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree strongly,Disagree somewhat,Disagree somewhat,Disagree somewhat,Even chance (40-60%),Likely (60-80%),Much easier now,It has paid off a lot,It will pay off a lot,It will pay off a lot,Far below average,Far below average,Below average,Above average,Yes,"Yes, more than one person",75000,100000,Not very certain,100000,80000,,100000,Not very certain,100000,80000,70000,,,Will not have children,70000,$0-$10,$11-$20,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$1,000 today",Agree somewhat,1,2,5,4,3,Agree somewhat,Definitely not,Very stable,Not worried at all,Likely (60-90%),1–3 months,The risk is low,The risk is low,The risk is low,I have already owned or currently own a home,No change,Female,Married,,1,3,Black or African American,,Yes,Yes,Georgia,30044,Suburban,Georgia,Cartersville,Suburban,4-year college,Some college,4-year college degree,4-year college degree,High school degree / GED,Full-time employee,Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,,5ddb5ed4a64380abb2907440,late
8/4/25 11:21,8/4/25 11:28,IP Address,161.77.26.28,100,402,TRUE,8/4/25 11:28,R_51HEUBVesATz90e,,,,,42.0986,-72.5931,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_3OiZqBY27JMVVBy,signature.png,18993,image/png,67cf6dfb019a3a7d53e9dc7e,51,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),I now support redistribution much more than in the past,,Taxes affect me less now,,,,,Support strongly,,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Almost guaranteed (80-100%),Even chance (40-60%),No change,It has paid off a lot,It will pay off a lot,It will pay off a lot,Far above average,Average,Far above average,Below average,Yes,"Yes, more than one person",400000,4,Very certain,4,6,,40000,Very certain,20000,450000,700000,,,,,$41-$50,$31-$40,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree strongly,1,4,2,5,3,Agree strongly,Definitely / I have already started a business,Very stable,Not worried at all,Unlikely (10-40%),3–6 months,The risk is high,The risk is substantial,The risk is substantial,The risk is substantial,,Male,Married,,3,3,White or European American,,Yes,Yes,Illinois,78202,Urban,Florida,New York,Urban,"Master's program (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",Part-time employee,Conservative,Conservative,Donald Trump,Donald Trump,Left-wing biased,good,67cf6dfb019a3a7d53e9dc7e,early
8/4/25 11:12,8/4/25 11:28,IP Address,86.109.85.174,100,956,TRUE,8/4/25 11:28,R_60ON2CwK5HpMlSS,,,,,35.2945,-78.0283,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_1k1eTmgumIR4ho8,signature.png,9106,image/png,67edb211a7c1d23c1535d6b2,42,The government should concern itself with this.,Much less progressive (everyone should be taxed at about the same rate),I now support redistribution slightly more than in the past,,I think the policy is more fair now,,,,,Support moderately,,Disagree somewhat,Disagree strongly,Agree strongly,Agree strongly,Agree somewhat,Indifferent,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Agree somewhat,Unlikely (20-40%),Unlikely (20-40%),Much harder now,It has paid off somewhat,It will pay off a lot,It will pay off somewhat,Below average,Average,Average,Above average,"No, someone else also earns income","Yes, more than one person",110000,100000,Somewhat certain,120000,100000,150000,180000,Somewhat certain,180000,140000,120000,,,,,$21-$30,$51-$60,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,1,4,2,5,3,Disagree somewhat,Definitely / I have already started a business,Very stable,Not very worried,Almost certain (90-100%),1–3 months,The risk is low,The risk is low,No risk,I have already owned or currently own a home,,Male,Married,,2,3,Black or African American,,Yes,Yes,North Carolina,27401,Urban,North Carolina,Fayetteville,Suburban,Not a student,"Master's degree (e.g., MA, MS, MBA)","Research doctorate (e.g., PhD, DSc)",4-year college degree,4-year college degree,Full-time employee,Conservative,Moderate,Donald Trump,Donald Trump,Left-wing biased,,67edb211a7c1d23c1535d6b2,early
8/4/25 11:15,8/4/25 11:28,IP Address,76.126.24.208,100,742,TRUE,8/4/25 11:28,R_3QxnxnRnU1bFS81,,,,,38.0194,-122.1341,anonymous,EN,0.8999999761581421,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_OD87CQd1m2vL6tX,signature.png,6529,image/png,62349f9ac56251496a619264,51,The government should concern itself with this.,Much more progressive (lower earners should pay a lot less than they do now and higher earners should pay a lot more than they do now),I now support redistribution much more than in the past,,"I think the policy is better for the economy now,Other:",we live in an oligarchy with a fractional reserve banking system that thrives on inflation and raping the poor and middle classes,,,,,Support slightly,Disagree strongly,Disagree somewhat,Indifferent,Agree strongly,Disagree strongly,Indifferent,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Unlikely (20-40%),Even chance (40-60%),Much harder now,It has not paid off much,Unsure,It will not pay off much,Below average,Far below average,Below average,Average,"No, someone else also earns income","No, just myself",85000,95000,Not very certain,250000,50000,140000,,,,,160000,,,,,$11-$20,$41-$50,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Indifferent,1,2,5,3,4,Agree strongly,Definitely / I have already started a business,Neutral,Not very worried,Unlikely (10-40%),1–3 months,The risk is low,The risk is low,The risk is high,I have already owned or currently own a home,,Male,Single,,0,3,White or European American,,Yes,Yes,California,94553,Suburban,California,walnut creek,Suburban,4-year college,2-year college degree,4-year college degree,High school degree / GED,High school degree / GED,Full-time employee,Moderate,Conservative,Donald Trump,Donald Trump,Unbiased,perfect length and good pay. thank you! :-),62349f9ac56251496a619264,early
8/4/25 11:18,8/4/25 11:28,IP Address,74.108.68.189,100,606,TRUE,8/4/25 11:28,R_5n18UgMsTeSDf41,,,,,40.5678,-74.1181,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_29aH3D9bRPyPDzB,signature.png,8988,image/png,669ae5e518a6da2e08898e9f,20,The government should concern itself with this.,Somewhat more progressive,No change,,,,,,Support strongly,,,Disagree strongly,Neutral,Agree somewhat,Indifferent,Disagree strongly,Agree somewhat,Agree somewhat,Disagree strongly,Agree somewhat,Disagree somewhat,Neutral,Likely (60-80%),Likely (60-80%),Somewhat easier now,It has paid off somewhat,It will pay off a lot,It will pay off somewhat,Below average,Below average,Below average,Average,"No, someone else also earns income","No, just myself",6000,100000,Very certain,200000,70000,160000,,,,,250000,Will have children,200000,Will have children,200000,$51-$60,$21-$30,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Disagree somewhat,1,4,3,5,2,Disagree somewhat,Probably,Somewhat stable,Not very worried,Likely (60-90%),1–3 months,The risk is low,The risk is substantial,The risk is low,The risk is substantial,,Male,Single,,0,2,White or European American,,No,No,New York,10306,Suburban,New York,NYC,Urban,4-year college,Some college,4-year college degree,"Master's degree (e.g., MA, MS, MBA)",Eighth grade or less,Student,Moderate,Moderate,Kamala Harris,I did not vote,Unbiased,,669ae5e518a6da2e08898e9f,early
8/4/25 10:58,8/4/25 11:29,IP Address,223.29.159.130,100,1846,TRUE,8/4/25 11:29,R_6zoP3EFAmjWN9JH,,,,,37.751,-97.822,anonymous,EN,0.8999999761581421,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_22XDt3N76cfRWHy,signature.png,9687,image/png,67cee8d6088dc3c843f48e48,46,The government should concern itself with this.,,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,,,Support slightly,Disagree strongly,Neutral,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Agree strongly,Agree somewhat,Agree somewhat,Agree strongly,Agree strongly,Almost guaranteed (80-100%),Almost guaranteed (80-100%),Much harder now,It has paid off somewhat,It will pay off a lot,It will pay off somewhat,Average,Average,Average,Average,Yes,"Yes, more than one person",75000,180000,Very certain,150000,80000,,150000,Somewhat certain,180000,80000,200000,,,,,$41-$50,$0-$10,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Agree strongly,1,2,5,3,4,Neutral,Maybe,Neutral,Not worried at all,Likely (60-90%),1–3 months,No risk,No risk,No risk,No risk,Somewhat more progressive,Male,Cohabitating,,3,3,Black or African American,,Yes,Yes,Illinois,60074,Suburban,Florida,Miami,Suburban,Not a student,4-year college degree,4-year college degree,4-year college degree,4-year college degree,Full-time employee,Liberal,Liberal,Donald Trump,Donald Trump,Unbiased,,67cee8d6088dc3c843f48e48,late
8/4/25 11:17,8/4/25 11:29,IP Address,174.44.29.230,100,697,TRUE,8/4/25 11:29,R_5YBQNQZGlAQmAb7,,,,,40.8561,-73.2154,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_3O9f1C99mR7JXxI,signature.png,14439,image/png,66dc6a84045c49214a18285f,20,The government should concern itself with this.,Somewhat more progressive,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,,,Support moderately,Disagree strongly,Disagree strongly,Agree somewhat,Disagree somewhat,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree somewhat,Even chance (40-60%),Likely (60-80%),Somewhat harder now,It has not paid off much,It will pay off somewhat,It will not pay off much,Below average,Below average,Below average,Far below average,"No, someone else also earns income","Yes, more than one person",13000,60000,Not very certain,100000,30000,60000,80000,Not very certain,120000,50000,45000,Will have children,70000,Will have children,70000,$11-$20,$0-$10,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree strongly,2,1,4,5,3,Agree strongly,Maybe,Very unstable,Very worried,Unlikely (10-40%),Less than 1 month,The risk is low,The risk is low,I already live without health insurance,The risk is high,,Male,Single,,0,2,Black or African American,,Yes,No,New York,11203,Urban,New York,Brooklyn,Urban,Not a student,Some college,Some college,Some high school,High school degree / GED,Unemployed and looking for work,Liberal,Liberal,I did not vote,I did not vote,Left-wing biased,,66dc6a84045c49214a18285f,early
8/4/25 11:13,8/4/25 11:29,IP Address,104.251.93.250,100,956,TRUE,8/4/25 11:29,R_6gGxumYtaZUFkYx,,,,,37.751,-97.822,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_AoAYgWJlFEHJBAZ,signature.png,6576,image/png,66ecacaae782ea94cd9bfbd8,53,The government should concern itself with this.,,I now support redistribution much more than in the past,,I think the policy is more fair now,,,,,,Support moderately,Agree somewhat,Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Indifferent,Disagree somewhat,Disagree strongly,Neutral,Agree somewhat,Likely (60-80%),Even chance (40-60%),No change,It has paid off a lot,It will pay off a lot,It will pay off a lot,Far below average,Below average,Average,Far above average,"No, someone else also earns income","Yes, more than one person",86000,140000,Very certain,200000,190000,86000,92000,Somewhat certain,81000,76000,70000,,,,,$71-$80,$51-$60,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree strongly,3,4,2,5,1,Neutral,Definitely / I have already started a business,Somewhat stable,Very worried,Likely (60-90%),1–3 months,The risk is low,The risk is low,No risk,I have already owned or currently own a home,Somewhat more progressive,Male,Married,,2,3,Hispanic or Latino,,Yes,Yes,New York,11412,Rural,New York,New york,Rural,Not a student,"Master's degree (e.g., MA, MS, MBA)","Professional doctorate (e.g., JD, MD)",4-year college degree,4-year college degree,Full-time employee,Conservative,Conservative,Donald Trump,I did not vote,Unbiased,,66ecacaae782ea94cd9bfbd8,late
8/4/25 10:53,8/4/25 11:29,IP Address,67.101.120.104,100,2172,TRUE,8/4/25 11:29,R_542kiIsd7YQszSF,,,,,37.751,-97.822,anonymous,EN,0.699999988,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_3kjhgprXD64eshZ,signature.png,7608,image/png,6824fd5f12b792fdaec9b2be,30,The government should concern itself with this.,,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,,,Support moderately,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Disagree somewhat,Agree strongly,Even chance (40-60%),Likely (60-80%),Somewhat easier now,It has paid off a lot,It will pay off a lot,It will pay off a lot,Average,Average,Average,Above average,"No, someone else also earns income","Yes, more than one person",65000,90000,Very certain,90000,80000,65000,90000,Very certain,90000,80000,75000,,,Will have children,75000,$21-$30,$31-$40,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Disagree somewhat,3,4,1,5,2,Agree strongly,Definitely / I have already started a business,Very stable,Not very worried,Even chance (40-60%),More than 6 months,The risk is substantial,No risk,The risk is high,No risk,Somewhat more progressive,Male,Married,,2,3,Black or African American,,Yes,Yes,Delaware,19802,Urban,North Carolina,Greenvile,Urban,Not a student,4-year college degree,"Professional doctorate (e.g., JD, MD)",High school degree / GED,High school degree / GED,Full-time employee,Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,,6824fd5f12b792fdaec9b2be,late
8/4/25 11:01,8/4/25 11:29,IP Address,168.235.144.198,100,1681,TRUE,8/4/25 11:29,R_38G5O6W5UaImdTQ,,,,,33.9558,-118.3893,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_1OUljMoFHR6AYJ2,signature.png,8618,image/png,67d5eb76e92d5d35968ef211,45,The government should concern itself with this.,,I now support redistribution slightly more than in the past,,I think the policy is more fair now,,,,,,Reject slightly,Agree somewhat,Neutral,Agree strongly,Agree somewhat,Agree somewhat,Agree strongly,Indifferent,Disagree somewhat,Disagree somewhat,Disagree somewhat,Neutral,Almost no chance (0-20%),Unlikely (20-40%),Somewhat harder now,It has paid off somewhat,It will pay off somewhat,It will pay off somewhat,Average,Average,Average,Average,"No, someone else also earns income","Yes, more than one person",995000,120000,Somewhat certain,125000,100000,160000,170000,Somewhat certain,175000,170000,150000,,,,,$51-$60,$61-$70,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,500 in 5 years","$2,000 in 5 years",Disagree somewhat,3,5,1,4,2,Agree somewhat,Probably,Very stable,Not worried at all,Likely (60-90%),3–6 months,No risk,The risk is low,No risk,I have already owned or currently own a home,No change,Male,Married,,2,2,White or European American,,Yes,Yes,Tennessee,37323,Suburban,Tennessee,Nashville,Urban,Not a student,4-year college degree,"Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",4-year college degree,Full-time employee,Liberal,Conservative,Donald Trump,Donald Trump,Unbiased,Interesting study,67d5eb76e92d5d35968ef211,late
8/4/25 11:08,8/4/25 11:29,IP Address,73.168.134.220,100,1260,TRUE,8/4/25 11:29,R_5qarPuZMhiPhXsh,,,,,42.3275,-88.2918,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_32QPSxZBCco1vbd,signature.png,7048,image/png,66106426fc5e2e2bccfb8c60,45,The government should not concern itself with this.,Somewhat more progressive,I now support redistribution slightly more than in the past,,I think the policy is better for the economy now,,,,Support slightly,,,Neutral,Neutral,Agree somewhat,Agree strongly,Disagree somewhat,Indifferent,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree strongly,Agree somewhat,Even chance (40-60%),Even chance (40-60%),Somewhat harder now,It has paid off a lot,It will pay off a lot,It will pay off a lot,Far below average,Far below average,Average,Above average,"No, someone else also earns income","Yes, more than one person",160000,220000,Somewhat certain,200000,190000,40000,50000,Very certain,450000,400000,400000,,,,,$21-$30,$41-$50,"$1,000 today","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Indifferent,1,3,2,4,5,Disagree somewhat,Probably not,Very stable,Not very worried,Likely (60-90%),3–6 months,The risk is low,No risk,The risk is low,I have already owned or currently own a home,,Male,Married,,2,2,Hispanic or Latino,,Yes,No,Illinois,60046,Suburban,Illinois,skokie,Suburban,Not a student,"Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",2-year college degree,"Master's degree (e.g., MA, MS, MBA)",Full-time employee,Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,,66106426fc5e2e2bccfb8c60,early
8/4/25 11:21,8/4/25 11:29,IP Address,72.158.132.142,100,500,TRUE,8/4/25 11:29,R_780NWSnzbSe3Qit,,,,,38.9994,-77.0336,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_QhM81hwfQzAm2wp,signature.png,9537,image/png,66df46fb357af63664ede595,21,The government should not concern itself with this.,,No change,,,,,,,Support slightly,,Neutral,Agree somewhat,Agree somewhat,Agree strongly,Agree strongly,Disagree somewhat,Disagree strongly,Neutral,Agree somewhat,Disagree strongly,Agree strongly,Even chance (40-60%),Likely (60-80%),Much harder now,It has paid off somewhat,It will pay off somewhat,Unsure,Above average,Average,Above average,Above average,"No, someone else also earns income","Yes, more than one person",12000,150000,Somewhat certain,300000,0,100000,160000,Not very certain,700000,0,80000,Will have children,80000,Will have children,90000,$51-$60,$91-$100,"$1,100 in 1 year","$1,500 in 1 year","$2,000 in 1 year","$1,000 today","$1,000 today","$2,000 in 5 years",Disagree somewhat,1,2,4,5,3,Agree somewhat,Maybe,Somewhat unstable,Somewhat worried,Likely (60-90%),1–3 months,The risk is substantial,No risk,The risk is low,The risk is high,Much less progressive (everyone should be taxed at about the same rate),Male,Single,,0,3,White or European American,,Yes,Yes,Arizona,85281,Urban,Maryland,20877,Suburban,4-year college,Some college,"Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)","Master's degree (e.g., MA, MS, MBA)",Student,Moderate,Conservative,Donald Trump,I did not vote,Unbiased,,66df46fb357af63664ede595,late
8/4/25 11:18,8/4/25 11:30,IP Address,72.197.160.38,100,682,TRUE,8/4/25 11:30,R_1dv8qM7EVys5Ri8,,,,,32.7927,-116.9623,anonymous,EN,0.8999999761581421,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_1rOH2mmNezBbdiR,signature.png,8030,image/png,64602202550aa320d8de4330,54,The government should concern itself with this.,Somewhat more progressive,I now support redistribution slightly more than in the past,,I think the policy is more fair now,,,,Support moderately,,,Disagree strongly,Agree somewhat,Agree strongly,Agree somewhat,Disagree strongly,Disagree somewhat,Agree strongly,Disagree somewhat,Agree strongly,Neutral,Agree strongly,Almost no chance (0-20%),Unlikely (20-40%),Somewhat harder now,It has paid off somewhat,It will pay off somewhat,It will not pay off much,Above average,Average,Far above average,Above average,Yes,"No, just myself",84000,100000,Not very certain,120000,60000,,,,,,50000,,,,,$41-$50,$0-$10,"$1,000 today","$1,000 today","$2,000 in 1 year","$1,000 today","$1,000 today","$1,000 today",Agree somewhat,2,1,5,4,3,Disagree somewhat,Probably,Somewhat unstable,Somewhat worried,Unlikely (10-40%),More than 6 months,The risk is low,The risk is low,The risk is high,The risk is low,,Male,Other,Long term relationship,0,0,White or European American,,Yes,Yes,California,91942,Suburban,California,Woodland,Suburban,Not a student,2-year college degree,2-year college degree,4-year college degree,4-year college degree,Full-time employee,Conservative,Conservative,Donald Trump,Donald Trump,Unbiased,,64602202550aa320d8de4330,early
8/4/25 10:59,8/4/25 11:30,IP Address,174.224.114.10,100,1828,TRUE,8/4/25 11:30,R_6rDpV78c6NpXIRh,,,,,29.7545,-95.4093,anonymous,EN,1,"Yes, I would like to participate and confirm that I am a U.S. resident aged 18 or older.",F_5oniCKHyfgNBsel,signature.png,9912,image/png,66f05e51545ecf68df96f480,52,The government should not concern itself with this.,,No change,,,,,,,Support moderately,,Neutral,Neutral,Agree strongly,Agree strongly,Indifferent,Agree strongly,Agree strongly,Neutral,Neutral,Neutral,Agree strongly,Unlikely (20-40%),Even chance (40-60%),No change,It has not paid off much,It will pay off somewhat,It will pay off somewhat,Below average,Average,Below average,Average,"No, someone else also earns income","Yes, more than one person",35000,40000,Somewhat certain,45000,25000,35000,85000,Somewhat certain,90000,60000,90000,,,,,$41-$50,$31-$40,"$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today","$1,000 today",Indifferent,1,2,4,5,3,Disagree somewhat,Probably,Somewhat stable,Somewhat worried,Even chance (40-60%),1–3 months,The risk is low,The risk is low,The risk is low,I have already owned or currently own a home,No change,Female,Married,,3,3,White or European American,,Yes,Yes,Texas,77510,Rural,Texas,Santa Fe,Rural,Not a student,High school degree / GED,Some college,Some high school,Some high school,Self-employed or small business owner,Conservative,Conservative,Donald Trump,Donald Trump,Left-wing biased,,66f05e51545ecf68df96f480,late
